"ID","Code","SetNumber","CardNumber","CharacterName","SeriesName","Rarity","ImageUrl","HasImage"
"NS-05-M08-SCR-018","NS05M08018","NS-05-M08","018","La+ Darkness","Hololive","SCR","","NO"
"NS-05-M08-SR-001","NS05M08001","NS-05-M08","001","Lisa","Genshin Impact","SR","","NO"
"NS-05-M08-SR-002","NS05M08002","NS-05-M08","002","Daidouji Tomoyo","Cardcaptor Sakura","SR","","NO"
"NS-05-M08-SR-003","NS05M08003","NS-05-M08","003","C.C.","Code Geass","SR","","NO"
"NS-05-M08-SR-004","NS05M08004","NS-05-M08","004","Tomoe Mami","Madoka Magica","SR","","NO"
"NS-05-M08-SR-005","NS05M08005","NS-05-M08","005","Gokou Ruri","Ore no Imouto ga Konna ni Kawaii Wake ga Nai","SR","","NO"
"NS-05-M08-SR-006","NS05M08006","NS-05-M08","006","Megumi Kato","Saenai Heroine no Sodatekata","SR","","NO"
"NS-05-M08-SR-007","NS05M08007","NS-05-M08","007","Mai Sakurajima","Rascal Does Not Dream of Bunny Girl Senpai","SR","","NO"
"NS-05-M08-SR-008","NS05M08008","NS-05-M08","008","Rei Ayanami","Evangelion","SR","","NO"
"NS-05-M08-SR-009","NS05M08009","NS-05-M08","009","Cirno Fumo","Touhou Project","SR","","NO"
"NS-05-M08-SR-010","NS05M08010","NS-05-M08","010","Chino Kafu","Is the Order a Rabbit","SR","","NO"
"NS-05-M08-SR-011","NS05M08011","NS-05-M08","011","St Louis","Azur Lane","SR","","NO"
"NS-05-M08-SR-012","NS05M08012","NS-05-M08","012","Misa Amane","Death Note","SR","","NO"
"NS-05-M08-SR-013","NS05M08013","NS-05-M08","013","Shinjou Akane","SSSS.Gridman","SR","","NO"
"NS-05-M08-SR-014","NS05M08014","NS-05-M08","014","Rikka Takarada","SSSS.Gridman","SR","","NO"
"NS-05-M08-SR-015","NS05M08015","NS-05-M08","015","Miki","Shugo Chara!","SR","","NO"
"NS-05-M08-SR-016","NS05M08016","NS-05-M08","016","Sajuna Inui","My Dress-Up Darling","SR","","NO"
"NS-05-M08-SR-017","NS05M08017","NS-05-M08","017","Shimoe Koharu","Blue Archive","SR","","NO"
"NS-05-M08-SR-018","NS05M08018","NS-05-M08","018","Hoshimachi Suisei","Hololive","SR","","NO"
"NS-05-M08-SSR-001","NS05M08001","NS-05-M08","001","Kizuna AI","VTuber","SSR","","NO"
"NS-05-M08-SSR-002","NS05M08002","NS-05-M08","002","Tang Keke","Love Live!","SSR","","NO"
"NS-05-M08-SSR-003","NS05M08003","NS-05-M08","003","Kanon Shibuya","Love Live!","SSR","","NO"
"NS-05-M08-SSR-004","NS05M08004","NS-05-M08","004","Elaina","Wandering Witch: The Journey of Elaina","SSR","","NO"
"NS-05-M08-SSR-005","NS05M08005","NS-05-M08","005","Kurumi Tokisaki","Date A Live","SSR","","NO"
"NS-05-M08-SSR-006","NS05M08006","NS-05-M08","006","Marin Kitagawa","My Dress-Up Darling","SSR","","NO"
"NS-05-M08-SSR-007","NS05M08007","NS-05-M08","007","Goldenglow","Arknights","SSR","","NO"
"NS-05-M08-SSR-008","NS05M08008","NS-05-M08","008","Ling","Arknights","SSR","","NO"
"NS-05-M08-SSR-009","NS05M08009","NS-05-M08","009","Marnie","Pokemon","SSR","","NO"
"NS-05-M08-SSR-010","NS05M08010","NS-05-M08","010","Zero Two","Darling in the Franxx","SSR","","NO"
"NS-05-M08-SSR-011","NS05M08011","NS-05-M08","011","Kaori Miyazono","Your Lie in April","SSR","","NO"
"NS-05-M08-SSR-012","NS05M08012","NS-05-M08","012","Kanna Kamui","Miss Kobayashi's Dragon Maid","SSR","","NO"
"NS-05-M08-SSR-013","NS05M08013","NS-05-M08","013","Platelet","Cells At Work","SSR","","NO"
"NS-05-M08-SSR-014","NS05M08014","NS-05-M08","014","Violet Evergarden","Violet Evergarden","SSR","","NO"
"NS-05-M08-SSR-015","NS05M08015","NS-05-M08","015","Chiyo Sakura","Monthly Girls' Nozaki-kun","SSR","","NO"
"NS-05-M08-SSR-016","NS05M08016","NS-05-M08","016","Sunaookami Shiroko","Blue Archive","SSR","","NO"
"NS-05-M08-SSR-017","NS05M08017","NS-05-M08","017","Yukiho Hagiwara","The Idolm@ster","SSR","","NO"
"NS-05-M08-SSR-018","NS05M08018","NS-05-M08","018","Amami Haruka","The Idolm@ster","SSR","","NO"
"NS-05-M08-SSR-019","NS05M08019","NS-05-M08","019","Raiden Mei","Honkai Impact 3rd","SSR","","NO"
"NS-05-M08-SSR-020","NS05M08020","NS-05-M08","020","Kiana Kaslana","Honkai Impact 3rd","SSR","","NO"
"NS-05-M08-SSR-021","NS05M08021","NS-05-M08","021","Arlecchino","Genshin Impact","SSR","","NO"
"NS-05-M08-SSR-022","NS05M08022","NS-05-M08","022","Hatsune Miku","Vocaloid","SSR","","NO"
"NS-05-M08-SSR-023","NS05M08023","NS-05-M08","023","Fu Xuan","Honkai: Star Rail","SSR","","NO"
"NS-05-M08-SSR-024","NS05M08024","NS-05-M08","024","Hanako","Blue Archive","SSR","","NO"
"NS-05-M08-SSR-025","NS05M08025","NS-05-M08","025","Mika","Blue Archive","SSR","","NO"
"NS-05-M08-SSR-026","NS05M08026","NS-05-M08","026","Tsukiyuki Miyako","Blue Archive","SSR","","NO"
"NS-05-M08-SSR-027","NS05M08027","NS-05-M08","027","Yukihana Lamy","Hololive","SSR","","NO"
"NS-05-M08-SZR-001","NS05M08001","NS-05-M08","001","Furina","Genshin Impact","SZR","","NO"
"NS-05-M08-SZR-002","NS05M08002","NS-05-M08","002","Yelan","Genshin Impact","SZR","","NO"
"NS-05-M08-SZR-003","NS05M08003","NS-05-M08","003","Yae Miko","Genshin Impact","SZR","","NO"
"NS-05-M08-SZR-004","NS05M08004","NS-05-M08","004","Eula","Genshin Impact","SZR","","NO"
"NS-05-M08-SZR-005","NS05M08005","NS-05-M08","005","Shenhe","Genshin Impact","SZR","","NO"
"NS-05-M08-SZR-006","NS05M08006","NS-05-M08","006","Raiden Shogun","Genshin Impact","SZR","","NO"
"NS-05-M08-SZR-007","NS05M08007","NS-05-M08","007","Lumine","Genshin Impact","SZR","","NO"
"NS-05-M08-SZR-008","NS05M08008","NS-05-M08","008","Keqing","Genshin Impact","SZR","","NO"
"NS-05-M08-SZR-009","NS05M08009","NS-05-M08","009","Ganyu","Genshin Impact","SZR","","NO"
"NS-05-M08-XR-001","NS05M08001","NS-05-M08","001","Miyu Kasumizawa","Blue Archive","XR","","NO"
"NS-05-M08-XR-002","NS05M08002","NS-05-M08","002","Asuna Ichinose","Blue Archive","XR","","NO"
"NS-05-M08-XR-003","NS05M08003","NS-05-M08","003","St Louis","Azur Lane","XR","","NO"
"NS-05-M08-XR-004","NS05M08004","NS-05-M08","004","Sangonomiya Kokomi","Genshin Impact","XR","","NO"
"NS-05-M08-XR-005","NS05M08005","NS-05-M08","005","Hu Tao","Genshin Impact","XR","","NO"
"NS-05-M08-XR-006","NS05M08006","NS-05-M08","006","Ai Hoshino","Oshi no Ko","XR","","NO"
"NS-05-M08-XR-007","NS05M08007","NS-05-M08","007","Yae Miko","Genshin Impact","XR","","NO"
"NS-05-M08-XR-008","NS05M08008","NS-05-M08","008","Nahida","Genshin Impact","XR","","NO"
"NS-05-M08-XR-009","NS05M08009","NS-05-M08","009","Marin Kitagawa","My Dress-Up Darling","XR","","NO"
"NS-05-M08-ZR-001","NS05M08001","NS-05-M08","001","Kakudate Karin","Blue Archive","ZR","","NO"
"NS-05-M08-ZR-002","NS05M08002","NS-05-M08","002","Asuna Ichinose","Blue Archive","ZR","","NO"
"NS-05-M08-ZR-007","NS05M08007","NS-05-M08","007","Hitori ""Bocchi"" Gotou","Bocchi the Rock!","ZR","","NO"
"NS-05-M08-ZR-008","NS05M08008","NS-05-M08","008","Ikuyo Kita","Bocchi the Rock!","ZR","","NO"
"NS-05-M08-ZR-003","NS05M08003","NS-05-M08","003","Elysia","Honkai Impact 3rd","ZR","","NO"
"NS-05-M08-ZR-004","NS05M08004","NS-05-M08","004","Seele","Honkai Impact 3rd","ZR","","NO"
"NS-05-M08-ZR-005","NS05M08005","NS-05-M08","005","Miorine Rembran","Mobile Suit Gundam: The Witch from Mercury","ZR","","NO"
"NS-05-M08-ZR-006","NS05M08006","NS-05-M08","006","Suletta Mercury","Mobile Suit Gundam: The Witch from Mercury","ZR","","NO"
"NS-05-M08-ZR-009","NS05M08009","NS-05-M08","009","Ai Hoshino","Oshi no Ko","ZR","","NO"
"METAL--001","METAL001","METAL","001","Klee","Genshin Impact","","","NO"
"METAL--002","METAL002","METAL","002","Sayu","Genshin Impact","","","NO"
"METAL--003","METAL003","METAL","003","Qiqi","Genshin Impact","","","NO"
"METAL--004","METAL004","METAL","004","Yaoyao","Genshin Impact","","","NO"
"METAL--005","METAL005","METAL","005","Diona","Genshin Impact","","","NO"
"METAL--006","METAL006","METAL","006","Nahida","Genshin Impact","","","NO"
"QUICKSAND--001","QUICKSAND001","QUICKSAND","001","Mirai Kasuga","The Idolm@aster","","","NO"
"QUICKSAND--002","QUICKSAND002","QUICKSAND","002","Elena Shimabara","The Idolm@aster","","","NO"
"QUICKSAND--003","QUICKSAND003","QUICKSAND","003","Takamatsu Tomori","BanG Dream!","","","NO"
"QUICKSAND--004","QUICKSAND004","QUICKSAND","004","Huohuo","Honkai: Star Rail","","","NO"
"QUICKSAND--005","QUICKSAND005","QUICKSAND","005","Misono Mika","Blue Archive","","","NO"
"QUICKSAND--006","QUICKSAND006","QUICKSAND","006","Tenma Saki","Project SEKAI","","","NO"
"QUICKSAND--007","QUICKSAND007","QUICKSAND","007","Amane Kanata","Hololive","","","NO"
"QUICKSAND--008","QUICKSAND008","QUICKSAND","008","Hoshimachi Suisei","Hololive","","","NO"
"QUICKSAND--009","QUICKSAND009","QUICKSAND","009","Chiyoko Sonoda","The Idolm@aster","","","NO"
"ACRYLIC--001","ACRYLIC001","ACRYLIC","001","Hatsune Miku","Vocaloid","","","NO"
"ACRYLIC--002","ACRYLIC002","ACRYLIC","002","Sailor Moon Mirror","Sailor Moon","","","NO"
"ACRYLIC--003","ACRYLIC003","ACRYLIC","003","Sakura Kinomoto","Cardcaptor Sakura","","","NO"
"ACRYLIC--004","ACRYLIC004","ACRYLIC","004","Misaka Mikoto","A Certain Scientific Railgun","","","NO"
"ACRYLIC--005","ACRYLIC005","ACRYLIC","005","Black Lady","Sailor Moon","","","NO"
"ACRYLIC--006","ACRYLIC006","ACRYLIC","006","Madoka Kaname","Puella Magi Madoka Magica","","","NO"
"ACRYLIC--007","ACRYLIC007","ACRYLIC","007","Ikuyo Kita, Ryou Yamada, Hitori Goto, Nijika Ijichi","Bocchi the Rock!","","","NO"
"ACRYLIC--008","ACRYLIC008","ACRYLIC","008","Frieren","Frieren: Beyond Journey's End","","","NO"
"ACRYLIC--009","ACRYLIC009","ACRYLIC","009","C.C.","Code Geass","","","NO"
"SZR--001","SZR001","SZR","001","Clorinde","Genshin Impact","","","NO"
"SZR--002","SZR002","SZR","002","Rice Shower","Uma Musume Pretty Derby","","","NO"
"SZR--003","SZR003","SZR","003","Rem","Re:Zero","","","NO"
"SZR--004","SZR004","SZR","004","Arlechinno","Genshin Impact","","","NO"
"SZR--005","SZR005","SZR","005","Furina","Genshin Impact","","","NO"
"SZR--006","SZR006","SZR","006","Aru Rikuhachima","Blue Archive","","","NO"
"SZR--007","SZR007","SZR","007","Morgan","Fate","","","NO"
"SZR--008","SZR008","SZR","008","Ganyu","Genshin Impact","","","NO"
"SZR--009","SZR009","SZR","009","Anastasia Nikolaevna Romanova","Fate","","","NO"
"TGR--001","TGR001","TGR","001","Sparkle","Honkai: Star Rail","","","NO"
"TGR--002","TGR002","TGR","002","Sakura Matou","Fate/Stay Night","","","NO"
"TGR--003","TGR003","TGR","003","Chrome Dokuro","katekyo hitman reborn!","","","NO"
"TGR--004","TGR004","TGR","004","Rem","Re:Zero","","","NO"
"TGR--005","TGR005","TGR","005","Kiritani Haruka","Project SEKAI","","","NO"
"TGR--006","TGR006","TGR","006","Yunno Gasai","Mirai Nikki","","","NO"
"TGR--007","TGR007","TGR","007","Akemi Homura","Puella Magi Madoka Magica","","","NO"
"TGR--008","TGR008","TGR","008","Hoshino Ai","Oshi no Ko","","","NO"
"TGR--009","TGR009","TGR","009","Rebecca","Cyberpunk: Edgerunners","","","NO"
"XR--001","XR001","XR","001","August von Parseval","Azur Lane","","","NO"
"XR--002","XR002","XR","002","Black Swan","Honkai: Star Rail","","","NO"
"XR--003","XR003","XR","003","Kosaka Wakamo","Blue Archive","","","NO"
"XR--004","XR004","XR","004","Sparkle","Honkai: Star Rail","","","NO"
"XR--005","XR005","XR","005","Kafka","Honkai: Star Rail","","","NO"
"XR--006","XR006","XR","006","Sangonomiya Kokomi","Genshin Impact","","","NO"
"XR--007","XR007","XR","007","Ai Hoshino","Ohsi No Ko","","","NO"
"XR--008","XR008","XR","008","Asuna Ichinose","Blue Archive","","","NO"
"XR--009","XR009","XR","009","Miku Nakano","The Quintessential Quintuplets","","","NO"
"ZR--001","ZR001","ZR","001","Ichika Nakano","The Quintessential Quintuplets","","","NO"
"ZR--002","ZR002","ZR","002","Rem","Re:Zero","","","NO"
"ZR--003","ZR003","ZR","003","Chizuru Mizuhara","Rent-a-Girlfriend","","","NO"
"ZR--004","ZR004","ZR","004","Emilia","Re:Zero","","","NO"
"ZR--005","ZR005","ZR","005","Ryou Yamada","Bocchi the Rock!","","","NO"
"ZR--006","ZR006","ZR","006","Arima Kana","Oshi no Ko","","","NO"
"ZR--007","ZR007","ZR","007","Frieren","Frieren: Beyond Journey's End","","","NO"
"ZR--008","ZR008","ZR","008","Fern","Frieren: Beyond Journey's End","","","NO"
"ZR--009","ZR009","ZR","009","Ubel","Frieren: Beyond Journey's End","","","NO"
"MR--001","MR001","MR","001","Ichika Nakano","The Quintessential Quintuplets","","","NO"
"MR--002","MR002","MR","002","Rem","Re:Zero","","","NO"
"MR--003","MR003","MR","003","Chizuru Mizuhara","Rent-a-Girlfriend","","","NO"
"MR--004","MR004","MR","004","Emilia","Re:Zero","","","NO"
"MR--005","MR005","MR","005","Ryou Yamada","Bocchi the Rock!","","","NO"
"MR--006","MR006","MR","006","Arima Kana","Oshi no Ko","","","NO"
"MR--007","MR007","MR","007","Frieren","Frieren: Beyond Journey's End","","","NO"
"MR--008","MR008","MR","008","Fern","Frieren: Beyond Journey's End","","","NO"
"MR--009","MR009","MR","009","Ubel","Frieren: Beyond Journey's End","","","NO"
"MR--010","MR010","MR","010","Ichika Nakano","The Quintessential Quintuplets","","","NO"
"MR--011","MR011","MR","011","Rem","Re:Zero","","","NO"
"MR--012","MR012","MR","012","Chizuru Mizuhara","Rent-a-Girlfriend","","","NO"
"MR--013","MR013","MR","013","Emilia","Re:Zero","","","NO"
"MR--014","MR014","MR","014","Ryou Yamada","Bocchi the Rock!","","","NO"
"MR--015","MR015","MR","015","Arima Kana","Oshi no Ko","","","NO"
"MR--016","MR016","MR","016","Frieren","Frieren: Beyond Journey's End","","","NO"
"MR--017","MR017","MR","017","Fern","Frieren: Beyond Journey's End","","","NO"
"MR--018","MR018","MR","018","Ubel","Frieren: Beyond Journey's End","","","NO"
"TR--001","TR001","TR","001","Chika Fujiwara","Kaguyua-sama: Love is War","","","NO"
"TR--002","TR002","TR","002","Mitsuri Kanroji","Demon Slayer","","","NO"
"TR--003","TR003","TR","003","Fujioka Haruhi","Ouran High School Host Club","","","NO"
"TR--004","TR004","TR","004","Ai Ohto","Wonder: Egg Priority","","","NO"
"TR--005","TR005","TR","005","Saber","Fate/Stay NIght","","","NO"
"TR--006","TR006","TR","006","Hatsune Miku","Vocaloid","","","NO"
"TR--007","TR007","TR","007","Darjeeling","Girls Und Panzer","","","NO"
"TR--008","TR008","TR","008","Yoyai Takatsuki","The Idolm@ster","","","NO"
"TR--009","TR009","TR","009","Mutsuki","Kontai Collection","","","NO"
"TR--010","TR010","TR","010","Shokuhou Misaki","A Certain Scientific Railgun","","","NO"
"TR--011","TR011","TR","011","Haruka Amami","The Idolm@ster","","","NO"
"TR--012","TR012","TR","012","Amane Konata","Hololive","","","NO"
"TR--013","TR013","TR","013","Anna Machizuki","The Idolm@ster","","","NO"
"TR--014","TR014","TR","014","Chino Kafuu","Is the order a Rabbit","","","NO"
"TR--015","TR015","TR","015","Yomiya","Genshin Impact","","","NO"
"TR--016","TR016","TR","016","Isshiki Iroha","My Youth Romantic Comedy","","","NO"
"TR--017","TR017","TR","017","Subaru Nagayoshi","The Idolm@ster","","","NO"
"TR--018","TR018","TR","018","Nakamasa Ichika","Blue Archive","","","NO"
"INS--001","INS001","INS","001","Agano","Azur Lane","","","NO"
"INS--002","INS002","INS","002","Essex","Azur Lane","","","NO"
"INS--003","INS003","INS","003","USS Biloxi","Azur Lane","","","NO"
"INS--004","INS004","INS","004","Peter Strasser","Azur Lane","","","NO"
"INS--005","INS005","INS","005","Cheshire","Azur Lane","","","NO"
"INS--006","INS006","INS","006","Akagi","Azur Lane","","","NO"
"INS--007","INS007","INS","007","Taihou","Azur Lane","","","NO"
"INS--008","INS008","INS","008","Inazuma","Azur Lane","","","NO"
"INS--009","INS009","INS","009","Independence","Azur Lane","","","NO"
"INS--010","INS010","INS","010","USS Hammann","Azur Lane","","","NO"
"INS--011","INS011","INS","011","Formidable","Azur Lane","","","NO"
"INS--012","INS012","INS","012","Roon","Azur Lane","","","NO"
"INS--013","INS013","INS","013","Noshiro","Azur Lane","","","NO"
"INS--014","INS014","INS","014","Vauquelin","Azur Lane","","","NO"
"INS--015","INS015","INS","015","Sheffield","Azur Lane","","","NO"
"INS--016","INS016","INS","016","Shinano","Azur Lane","","","NO"
"INS--017","INS017","INS","017","USS Juneau","Azur Lane","","","NO"
"INS--018","INS018","INS","018","Georgia","Azur Lane","","","NO"
"SSR--001","SSR001","SSR","001","Manaka Mukaido","Nagi no Asu Kara","","","NO"
"SSR--002","SSR002","SSR","002","2B","Nier Automata","","","NO"
"SSR--003","SSR003","SSR","003","Chibiusa Tsukino","Sailor Moon","","","NO"
"SSR--004","SSR004","SSR","004","Panty","Panty & Stocking with Garterbelt","","","NO"
"SSR--005","SSR005","SSR","005","Emilia","Re: Zero","","","NO"
"SSR--006","SSR006","SSR","006","Kangel","Needy Streamer","","","NO"
"SSR--007","SSR007","SSR","007","Fern","Frieren","","","NO"
"SSR--008","SSR008","SSR","008","Yatsugi Ononoki","Monogatari Series","","","NO"
"SSR--009","SSR009","SSR","009","Junko Enoshima","Danganronpa","","","NO"
"SSR--010","SSR010","SSR","010","Flandre Scarlet","Touhou Project","","","NO"
"SSR--011","SSR011","SSR","011","Black Rock Shooter","Black Rock Shooter","","","NO"
"SSR--012","SSR012","SSR","012","Makima","Chainsaw Man","","","NO"
"SSR--013","SSR013","SSR","013","Lucy","Cyberpunk Edgerunners","","","NO"
"SSR--014","SSR014","SSR","014","Chisato Nishikigi","Lycoris Recoil","","","NO"
"SSR--015","SSR015","SSR","015","Katoko Iwanaga","In Spectre","","","NO"
"SSR--016","SSR016","SSR","016","Rikuhachima Aru","Blue Archive","","","NO"
"SSR--017","SSR017","SSR","017","Marcille Donato","Delicious in Dungeon","","","NO"
"SSR--018","SSR018","SSR","018","Miorine Rembran","Mobile Suite Gundam","","","NO"
"SSR--019","SSR019","SSR","019","Kurisu Makise","Steins;Gate","","","NO"
"SSR--020","SSR020","SSR","020","Kaguya Shinomiya","Kaguyua-sama: Love is War","","","NO"
"SSR--021","SSR021","SSR","021","Ruri Gokou","Orelmo","","","NO"
"SSR--022","SSR022","SSR","022","Ruby Hoshino","Oshi no Ko","","","NO"
"SSR--023","SSR023","SSR","023","Albedo","Overlord","","","NO"
"SSR--024","SSR024","SSR","024","Yaya","Unbreakable Machine Doll","","","NO"
"SSR--025","SSR025","SSR","025","Elaina","The Jorney of Elaina","","","NO"
"SSR--026","SSR026","SSR","026","Rin Tohsaka","Fate","","","NO"
"SSR--027","SSR027","SSR","027","Futaba Sakura","Persona 5","","","NO"
"SCR--001","SCR001","SCR","001","Rikka Takarada","SSSS.Gridman","","","NO"
"SCR--002","SCR002","SCR","002","Izumi Hashima","How to Raise a Boring Girlfriend","","","NO"
"SCR--003","SCR003","SCR","003","Tsushima","Kantai Collection","","","NO"
"SCR--004","SCR004","SCR","004","Mitsuri Kanroji","Demon Slayer","","","NO"
"SCR--005","SCR005","SCR","005","Komi Shôko","Komi-san wa, Commu-shou Desu.","","","NO"
"SCR--006","SCR006","SCR","006","Kumiko Oumae","Sound! Euphonium","","","NO"
"SCR--007","SCR007","SCR","007","Noa Himesaka","WATATEN!: An Angel Flew Down to Me","","","NO"
"SCR--008","SCR008","SCR","008","Gabriel Tenma White","Gabriel DropOut","","","NO"
"SCR--009","SCR009","SCR","009","Kanna Kamui","Kobayashi's Dragon Maid","","","NO"
"SCR--010","SCR010","SCR","010","Hinata Hakamada","Ro-Kyu-Bu!","","","NO"
"SCR--011","SCR011","SCR","011","Komichi Akebi","Akebi's Sailor Uniform","","","NO"
"SCR--012","SCR012","SCR","012","Mami Nanami","Rent-a-Girlfriend","","","NO"
"SCR--013","SCR013","SCR","013","Nozomi Kasaki","Sound! Euphonium","","","NO"
"SCR--014","SCR014","SCR","014","Momiji Hozuki","Onimai: I'm Now Your Sister!","","","NO"
"SCR--015","SCR015","SCR","015","Sora Harewataru","Pretty Cure","","","NO"
"SCR--016","SCR016","SCR","016","Yuna","Kuma Kuma Kuma Bear","","","NO"
"SCR--017","SCR017","SCR","017","Megumi Uda","High School Fleet","","","NO"
"SCR--018","SCR018","SCR","018","Yor Forger","Spy X Family","","","NO"
"SR--001","SR001","SR","001","Reina Aharen","Aharen-san wa Hakarenai","","","NO"
"SR--002","SR002","SR","002","Ajitani Hifumi","Blue Archive","","","NO"
"SR--003","SR003","SR","003","Alice Cartelet","Kiniro Mosaic","","","NO"
"SR--004","SR004","SR","004","Akari Akaza","YuruYuri: Happy Go Lily","","","NO"
"SR--005","SR005","SR","005","Tokai Teio","Uma Musume Pretty Derby","","","NO"
"SR--006","SR006","SR","006","Miyuki Takara","Lucky☆Star","","","NO"
"SR--007","SR007","SR","007","Nadeshiko Kagamihara","Laid-Back Camp","","","NO"
"SR--008","SR008","SR","008","Hiyori Minagi","Slow Loop","","","NO"
"SR--009","SR009","SR","009","Karen Kujou","Kiniro Mosaic","","","NO"
"SR--010","SR010","SR","010","Mira Konohata","Asteroid in Love","","","NO"
"SR--011","SR011","SR","011","Konata Izumi","Lucky☆Star","","","NO"
"SR--012","SR012","SR","012","Aoi Inuyama","Laid-Back Camp","","","NO"
"SR--013","SR013","SR","013","Jinja Natsume","Is the Order a Rabbit?","","","NO"
"SR--014","SR014","SR","014","Sophie Twilight","Ms. vampire who lives in my neighborhood","","","NO"
"SR--015","SR015","SR","015","Chino Kafuu","Is the Order a Rabbit?","","","NO"
"SR--016","SR016","SR","016","Ilulu","Miss Kobayashi's Dragon Maid","","","NO"
"SR--017","SR017","SR","017","Ao Manaka","Asteroid in Love","","","NO"
"SR--018","SR018","SR","018","Tsukasa Hiiragi","Lucky☆Star","","","NO"
"CR--001","CR001","CR","001","Cocoa Hoto","Is the Order a Rabbit?","","","NO"
"CR--002","CR002","CR","002","Yun Iijima","New Game!","","","NO"
"CR--003","CR003","CR","003","Hifumi Takimoto","New Game!","","","NO"
"CR--004","CR004","CR","004","Fumika Sagisawa","The Idolm@ster","","","NO"
"CR--005","CR005","CR","005","Mejiro McQueen","Uma Musume: Pretty Derby","","","NO"
"CR--006","CR006","CR","006","Vivlos","Uma Musume: Pretty Derby","","","NO"
"CR--007","CR007","CR","007","Serizawa Asahi","The Idolm@ster","","","NO"
"CR--008","CR008","CR","008","Kana Yabuki","The Idolm@ster","","","NO"
"CR--009","CR009","CR","009","Takane Shijou","The Idolm@ster","","","NO"
"CR--010","CR010","CR","010","Serval","Kemono Friends","","","NO"
"CR--011","CR011","CR","011","Yurika Toudou","Aikatsu!","","","NO"
"CR--012","CR012","CR","012","Maya Tendou","Revue Starlight","","","NO"
"CR--013","CR013","CR","013","Natsume","Hidamari Sketch","","","NO"
"CR--014","CR014","CR","014","Serika Hakozaki","The Idolm@ster","","","NO"
"CR--015","CR015","CR","015","Kaho Komiya","The Idolm@ster","","","NO"
"CR--016","CR016","CR","016","Ichigo Hoshimiya","Aikatsu!","","","NO"
"CR--017","CR017","CR","017","Natsume Shiki","Cafe Stella to Shinigami no Chou","","","NO"
"CR--018","CR018","CR","018","Tsubasa Ibuki","The Idolm@ster","","","NO"
"R--001","R001","R","001","Sayo Hikawa","BanG Dream!","","","NO"
"R--002","R002","R","002","Kurata Mashiro","BanG Dream!","","","NO"
"R--003","R003","R","003","Mirai Kasuga","The Idolm@ster","","","NO"
"R--004","R004","R","004","Fuyuko Mayuzumi","The Idolm@ster","","","NO"
"R--005","R005","R","005","Fuuka Toyokawa","The Idolm@ster","","","NO"
"R--006","R006","R","006","Nanami Hiromachi","BanG Dream!","","","NO"
"R--007","R007","R","007","Kaga Sumire","Vtuber","","","NO"
"R--008","R008","R","008","Luna Himemori","Hololive","","","NO"
"R--009","R009","R","009","Tachibana Hinano","Hololive","","","NO"
"R--010","R010","R","010","Aizawa Ema","Vtuber","","","NO"
"R--011","R011","R","011","Rimi Ushigome","BanG Dream!","","","NO"
"R--012","R012","R","012","Nanashi Mumei","Hololive","","","NO"
"R--013","R013","R","013","Himari Uehara","BanG Dream!","","","NO"
"R--014","R014","R","014","Shishiro Botan","Hololive","","","NO"
"R--015","R015","R","015","Ichigaya Arisa","BanG Dream!","","","NO"
"R--016","R016","R","016","Keke Tang","Love Live!","","","NO"
"R--017","R017","R","017","Kirigaya Touko","BanG Dream!","","","NO"
"R--018","R018","R","018","Omaru Polka","Hololive","","","NO"
"PR--001","PR001","PR","001","Frieren","Frieren: Beyond Journey's End","","","NO"
"PR--002","PR002","PR","002","Frieren","Frieren: Beyond Journey's End","","","NO"
"PR--003","PR003","PR","003","Frieren","Frieren: Beyond Journey's End","","","NO"
"PR--004","PR004","PR","004","Frieren","Frieren: Beyond Journey's End","","","NO"
"PR--005","PR005","PR","005","Frieren","Frieren: Beyond Journey's End","","","NO"
"PR--006","PR006","PR","006","Frieren","Frieren: Beyond Journey's End","","","NO"
"PR--007","PR007","PR","007","Gushing over Magical Girls","Gushing over Magical Girls","","","NO"
"PR--008","PR008","PR","008","Gushing over Magical Girls","Gushing over Magical Girls","","","NO"
"PR--009","PR009","PR","009","Gushing over Magical Girls","Gushing over Magical Girls","","","NO"
"PR--010","PR010","PR","010","Gushing over Magical Girls","Gushing over Magical Girls","","","NO"
"PR--011","PR011","PR","011","Gushing over Magical Girls","Gushing over Magical Girls","","","NO"
"PR--012","PR012","PR","012","Gushing over Magical Girls","Gushing over Magical Girls","","","NO"
"HR--001","HR001","HR","001","Nakano Miku","The Quintessential Quintuplets","","","NO"
"HR--002","HR002","HR","002","Chika Fujiwara","Kaguyua-sama: Love is War","","","NO"
"HR--003","HR003","HR","003","Yotsuba Nakano","The Quintessential Quintuplets","","","NO"
"HR--004","HR004","HR","004","Nakano Ichika","The Quintessential Quintuplets","","","NO"
"HR--005","HR005","HR","005","Higashiyama Kobeni","Chainsaw Man","","","NO"
"HR--006","HR006","HR","006","Shinomiya Kaguya","Kaguyua-sama: Love is War","","","NO"
"HR--007","HR007","HR","007","Miko Lino","Kaguya-sama: Love is War","","","NO"
"HR--008","HR008","HR","008","Reze","Chainsaw Man","","","NO"
"HR--009","HR009","HR","009","Ai Hayasaka","Kaguya-sama: Love is War","","","NO"
"NS-10-SER-001","NS10001","NS-10","001","Red Rose","Original","SER","https://lh3.googleusercontent.com/d/1KPnzgpOQfDfetXNl9D4cycJplwgf-9kb","YES"
